Family,Genus,Species,verbatimSpecies,WS_L_Fem,WS_U_Fem,WS_L_Mal,WS_U_Mal,WS_L,WS_U,FW_L_Fem,FW_U_Fem,FW_L_Mal,FW_U_Mal,FW_L,FW_U,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,FlightDuration,DiapauseStage,Voltinism,OvipositionStyle,CanopyAffinity,EdgeAffinity,MoistureAffinity,DisturbanceAffinity,NumberOfHostplantFamilies,SoleHostplantFamily,PrimaryHostplantFamily,SecondaryHostplantFamily,EqualHostplantFamily,NumberOfHostplantAccounts,DateCreated
Hesperiidae,Aguna,Aguna nicolayi,Aguna nicolayi,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Aguna,Aguna parva,Aguna parva,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Aguna,Aguna penicillata,Aguna penicillata,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Aguna,Aguna similis,Aguna similis,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Aguna,Aguna spatulata,Aguna spatulata,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Aguna,Aguna spicata,Aguna spicata,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Aguna,Aguna squamalba,Aguna squamalba,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Aides,Aides aegita,Aides aegita,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Aides,Aides aestria,Aides aestria,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Aides,Aides brino,Aides brino,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Aides,Aides duma,Aides duma,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Alenia,Alenia namaqua,Alenia namaqua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,NA,NA,Open canopy,Edge-avoidant (strong),Both,NA,1,Acanthaceae,,,,1,3/9/2022 15:23
Hesperiidae,Alenia,Alenia sandaster,Alenia sandaster,NA,NA,NA,2.5,1.5445,1.908,NA,NA,NA,NA,0.889,1.016,1,1,0,0,1,0,0,1,1,1,1,1,8,L,NA,S,Open canopy,Edge-avoidant (strong),Xeric-associated (strong),NA,1,Acanthaceae,,,,4,3/9/2022 15:23
Hesperiidae,Alera,Alera furcata,Alera furcata,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Alera,Alera haworthiana,Alera haworthiana,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Alera,Alera manu,Alera manu,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Alera,Alera metallica,Alera metallica,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Allora,Allora doleschallii,Allora doleschallii,NA,4.2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,1,4,NA,M,S,Canopy generalist,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),1,Malpighiaceae,,,,5,3/9/2022 15:23
Hesperiidae,Allora,Allora major,Allora major,NA,4.9,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canopy generalist,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),2,,Corynocarpaceae,Malpighiaceae,,3,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes aenus,Amblyscirtes aenus,NA,NA,NA,NA,2.7,3.25,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,0,1,0,0,0,5,NA,B,S,Canopy generalist,No evidence for edge associations,Mesic-associated (strong),NA,1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes aesculapius,Amblyscirtes aesculapius,NA,NA,NA,NA,2.933333333,3.566666667,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,0,0,8,NA,B,NA,Canopy generalist,Edge association varies,Mesic-associated (strong),Disturbance-avoidant (strong),1,Poaceae,,,,3,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes alternata,Amblyscirtes alternata,NA,NA,NA,NA,2.25,2.5,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,0,1,0,8,NA,B,NA,Canopy generalist,No evidence for edge associations,No evidence for moisture association,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes belli,Amblyscirtes belli,NA,NA,NA,NA,2.7,3.333333333,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,0,0,0,6,L,M,S,Mixed canopy,Edge-associated (strong),Mesic-associated (strong),NA,1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes carolina,Amblyscirtes carolina,NA,NA,NA,NA,2.733333333,3.333333333,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,0,0,0,6,NA,M,NA,Canopy generalist,Edge-avoidant (strong),Mesic-associated (strong),Disturbance-avoidant (strong),1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes cassus,Amblyscirtes cassus,NA,NA,NA,NA,2.4,2.8,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,1,1,0,0,0,4,NA,U,NA,Mixed canopy (open affinity),NA,Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes celia,Amblyscirtes celia,NA,NA,NA,NA,2.3,2.7,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,0,0,0,4,NA,M,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes elissa,Amblyscirtes elissa,NA,NA,NA,NA,2.1,2.3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),NA,NA,Disturbance-avoidant (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes eos,Amblyscirtes eos,NA,NA,NA,NA,2.7,3.2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,0,0,3,NA,M,NA,Open canopy,Edge-avoidant (strong),No evidence for moisture association,Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes exoteria,Amblyscirtes exoteria,NA,NA,NA,NA,2.6,3.2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,2,NA,U,NA,Mixed canopy (closed affinity),NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes fimbriata,Amblyscirtes fimbriata,NA,NA,NA,NA,2.4,3.2,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,2,NA,U,NA,Canopy generalist,NA,NA,Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes hegon,Amblyscirtes hegon,NA,NA,NA,NA,2.26,2.76,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,0,0,0,0,5,L,B,S,Mixed canopy,Edge-associated (strong),Mesic-associated (strong),NA,1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes nereus,Amblyscirtes nereus,NA,NA,NA,NA,2.4,2.8,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,4,NA,U,NA,Mixed canopy (open affinity),NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes nysa,Amblyscirtes nysa,NA,NA,NA,NA,2.4,3,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,1,0,3,NA,M,NA,Mixed canopy (open affinity),Edge-associated (strong),Xeric-associated (strong),Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes oslari,Amblyscirtes oslari,NA,NA,NA,NA,2.633333333,3.016666667,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,0,1,0,0,0,5,L,M,NA,Open canopy,No evidence for edge associations,No evidence for moisture association,NA,1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes phylace,Amblyscirtes phylace,NA,NA,NA,NA,2.6,2.8,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes reversa,Amblyscirtes reversa,NA,NA,NA,NA,2.633333333,3.4,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,0,0,0,6,NA,M,NA,Canopy generalist,Edge-avoidant (strong),Mesic-associated (strong),Disturbance-avoidant (strong),1,Poaceae,,,,1,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes simius,Amblyscirtes simius,NA,NA,NA,NA,2.15,2.55,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,0,0,0,0,5,L,M,NA,Open canopy,No evidence for edge associations,Xeric-associated (strong),Disturbance-avoidant (strong),1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes texanae,Amblyscirtes texanae,NA,NA,NA,NA,2.4,2.8,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,1,1,0,0,0,5,NA,M,NA,NA,NA,Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes tolteca,Amblyscirtes tolteca,NA,NA,NA,NA,2.2,2.6,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,1,1,1,1,0,7,NA,B,NA,Mixed canopy (open affinity),NA,Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Amblyscirtes,Amblyscirtes vialis,Amblyscirtes vialis,NA,NA,NA,NA,2.344444444,2.711111111,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,0,0,0,7,L,B,S,Mixed canopy (closed affinity),Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),1,Poaceae,,,,3,3/9/2022 15:23
Hesperiidae,Amenis,Amenis pionia,Amenis pionia,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Ampittia,Ampittia capenas,Ampittia capenas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,1,0,0,4,NA,NA,NA,Closed canopy,No evidence for edge associations,Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Ampittia,Ampittia dioscorides,Ampittia dioscorides,NA,NA,NA,1.2,2.1,2.5,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,1,1,1,1,1,10,NA,M,S,Open canopy,No evidence for edge associations,Mesic-associated (strong),Disturbance-associated (strong),1,Poaceae,,,,4,3/9/2022 15:23
Hesperiidae,Ampittia,Ampittia maroides,Ampittia maroides,NA,NA,NA,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Ampittia,Ampittia virgata,Ampittia virgata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,0,0,9,NA,M,NA,NA,NA,NA,NA,1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Anastrus,Anastrus neaeris,Anastrus neaeris,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anastrus,Anastrus obliqua,Anastrus obliqua,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anastrus,Anastrus obscurus,Anastrus obscurus,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anastrus,Anastrus petius,Anastrus petius,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anastrus,Anastrus sempiternus,Anastrus sempiternus,NA,NA,NA,NA,3.066666667,3.6,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,NA,NA,Canopy generalist,Seen near and away from edges,Mesic-associated (weak),Disturbance-associated (weak),1,Myrtaceae,,,,3,3/9/2022 15:23
Hesperiidae,Anastrus,Anastrus tolimus,Anastrus tolimus,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anastrus,Anastrus ulpianus,Anastrus ulpianus,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anastrus,Anastrus virens,Anastrus virens,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anatrytone,Anatrytone barbara,Anatrytone barbara,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anatrytone,Anatrytone logan,Anatrytone logan,NA,NA,NA,NA,2.466666667,3.688888889,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,1,1,1,1,0,0,7,L,B,S,Mixed canopy (open affinity),Edge association varies,Mesic-associated (strong),Disturbance-associated (strong),1,Poaceae,,,,3,3/9/2022 15:23
Hesperiidae,Anatrytone,Anatrytone mella,Anatrytone mella,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anatrytone,Anatrytone perfida,Anatrytone perfida,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Ancistroides,Ancistroides armatus,Ancistroides armatus,2.5,2.6,2,2.3,4.2,5,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,M,NA,Canopy generalist,Edge-associated (strong),NA,NA,1,Zingiberaceae,,,,1,3/9/2022 15:23
Hesperiidae,Ancistroides,Ancistroides gemmifer,Ancistroides gemmifer,NA,NA,NA,NA,2.45,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Ancistroides,Ancistroides nigrita,Ancistroides nigrita,2.2,2.5,1.9,2.3,4,5,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,1,0,1,1,5,NA,NA,S,Mixed canopy (open affinity),Edge-associated (strong),No evidence for moisture association,Disturbance-associated (strong),1,Zingiberaceae,,,,3,3/9/2022 15:23
Hesperiidae,Ancyloxypha,Ancyloxypha arene,Ancyloxypha arene,NA,NA,NA,NA,2.2,2.7,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,1,0,1,1,1,7,NA,M,NA,Open canopy,NA,Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Ancyloxypha,Ancyloxypha nitedula,Ancyloxypha nitedula,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Ancyloxypha,Ancyloxypha numitor,Ancyloxypha numitor,NA,NA,NA,NA,1.966666667,2.611111111,NA,NA,NA,NA,NA,1.27,0,0,0,1,1,1,1,1,1,1,0,0,7,NA,M,S,Open canopy,Edge-avoidant (strong),Mesic-associated (strong),Disturbance-associated (strong),1,Poaceae,,,,3,3/9/2022 15:23
Hesperiidae,Andronymus,Andronymus bjornstadi,Andronymus bjornstadi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Andronymus,Andronymus caesar,Andronymus caesar,NA,NA,NA,NA,1.651,1.689,NA,NA,NA,NA,NA,1.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canopy generalist,Edge association varies,Xeric-associated (strong),Disturbance-associated (strong),2,,Fabaceae,Sapindaceae,,1,3/9/2022 15:23
Hesperiidae,Andronymus,Andronymus evander,Andronymus evander,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,Edge-associated (strong),NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Andronymus,Andronymus gander,Andronymus gander,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Andronymus,Andronymus helles,Andronymus helles,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,NA,Disturbance-avoidant (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Andronymus,Andronymus hero,Andronymus hero,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,NA,NA,2,,Fabaceae,Combretaceae,Yes,1,3/9/2022 15:23
Hesperiidae,Andronymus,Andronymus neander,Andronymus neander,NA,NA,NA,NA,1.778,2.644,NA,NA,NA,NA,1.778,2.032,1,1,0,0,1,0,0,0,0,0,0,0,3,NA,NA,NA,Canopy generalist,Edge-associated (strong),Both,NA,2,,Fabaceae,Malpighiaceae,,1,3/9/2022 15:23
Hesperiidae,Anisochoria,Anisochoria minorella,Anisochoria minorella,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anisochoria,Anisochoria pedaliodina,Anisochoria pedaliodina,NA,NA,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anisochoria,Anisochoria quadrifenestrata,Anisochoria quadrifenestrata,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anisochoria,Anisochoria sublimbata,Anisochoria sublimbata,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anisochoria,Anisochoria subpicta,Anisochoria subpicta,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anisochoria,Anisochoria superior,Anisochoria superior,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anisochoria,Anisochoria vianna,Anisochoria vianna,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Hesperiidae,Anisynta,Anisynta cynone,Anisynta cynone,NA,2.4,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0,1,0,5,NA,U,S,Canopy generalist,Edge-avoidant (strong),Mesic-associated (strong),Disturbance-associated (strong),1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Anisynta,Anisynta dominula,Anisynta dominula,NA,2.8,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,0,0,1,6,NA,U,S,Mixed canopy (open affinity),NA,Mesic-associated (strong),NA,1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Anisynta,Anisynta monticolae,Anisynta monticolae,NA,2.4,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,0,0,0,4,NA,U,S,Mixed canopy (open affinity),NA,Mesic-associated (strong),NA,1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Anisynta,Anisynta sphenosema,Anisynta sphenosema,NA,2.6,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,1,4,NA,U,NA,Mixed canopy (open affinity),NA,Mesic-associated (strong),Disturbance-associated (strong),1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Anisynta,Anisynta tillyardi,Anisynta tillyardi,NA,2.8,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,1,3,NA,U,NA,Mixed canopy (open affinity),NA,Mesic-associated (strong),NA,1,Poaceae,,,,2,3/9/2022 15:23
Hesperiidae,Ankola,Ankola fan,Ankola fan,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,2,NA,NA,NA,Edge associated,Edge-associated (strong),Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
